name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Greivis Vasquez","New Orleans Hornets",2012-12-05,2012,4291,1610612740,400277983,1,3,30,1,"Driving Bank shot","2PT Field Goal",7,"Los Angeles Lakers",70,26,,,,,
"Greivis Vasquez","New Orleans Hornets",2012-11-09,2012,4291,1610612740,400277794,1,6,15,0,"Driving Bank shot","2PT Field Goal",8,"Charlotte Hornets",-87,11,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-01-11,2012,4291,1610612740,400278256,3,0,12,0,"Driving Bank shot","2PT Field Goal",5,"Minnesota Timberwolves",51,26,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-03-31,2012,4291,1610612740,400278816,4,1,36,1,"Driving Bank shot","2PT Field Goal",7,"Cleveland Cavaliers",53,50,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-03-18,2012,4291,1610612740,400278721,3,11,14,1,"Driving Bank shot","2PT Field Goal",8,"Golden State Warriors",81,19,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-01-05,2012,4291,1610612740,400278215,3,1,07,1,"Driving Bank shot","2PT Field Goal",5,"Dallas Mavericks",50,11,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-02-26,2012,4291,1610612740,400278567,1,11,38,0,"Driving Bank shot","2PT Field Goal",5,"Brooklyn Nets",-54,20,,,,,
"Greivis Vasquez","New Orleans Hornets",2012-12-14,2012,4291,1610612740,400278051,3,5,32,1,"Driving Bank shot","2PT Field Goal",7,"Minnesota Timberwolves",64,37,,,,,
"Greivis Vasquez","New Orleans Hornets",2012-11-02,2012,4291,1610612740,400277741,4,0,01,1,"Driving Bank shot","2PT Field Goal",4,"Utah Jazz",37,30,,,,,
"Greivis Vasquez","New Orleans Hornets",2013-01-01,2012,4291,1610612740,400278181,1,7,12,1,"Driving Bank shot","2PT Field Goal",5,"Atlanta Hawks",50,25,,,,,
