name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"James Harden","Houston Rockets",2012-11-18,2012,3992,1610612745,400277866,1,2,39,0,"Alley Oop Layup shot","2PT Field Goal",1,"Los Angeles Lakers",12,15,,,,,
"James Harden","Houston Rockets",2013-01-09,2012,3992,1610612745,400278241,2,0,30,1,"Driving Bank shot","2PT Field Goal",5,"New Orleans Pelicans",-1,58,,,,,
"James Harden","Houston Rockets",2013-01-16,2012,3992,1610612745,400278295,3,4,21,0,"Driving Bank shot","2PT Field Goal",7,"Dallas Mavericks",-62,45,,,,,
"James Harden","Houston Rockets",2013-03-22,2012,3992,1610612745,400278748,2,6,28,1,"Driving Dunk Shot","2PT Field Goal",0,"Cleveland Cavaliers",-2,3,,,,,
"James Harden","Houston Rockets",2013-01-02,2012,3992,1610612745,400278191,1,9,48,1,"Driving Dunk Shot","2PT Field Goal",0,"New Orleans Pelicans",1,1,,,,,
"James Harden","Houston Rockets",2013-01-23,2012,3992,1610612745,400278342,3,9,19,1,"Driving Dunk Shot","2PT Field Goal",1,"Denver Nuggets",4,12,,,,,
"James Harden","Houston Rockets",2013-01-08,2012,3992,1610612745,400278234,3,1,09,1,"Driving Dunk Shot","2PT Field Goal",1,"Los Angeles Lakers",12,7,,,,,
"James Harden","Houston Rockets",2013-01-15,2012,3992,1610612745,400278287,4,3,42,1,"Driving Dunk Shot","2PT Field Goal",0,"Los Angeles Clippers",1,1,,,,,
"James Harden","Houston Rockets",2012-12-08,2012,3992,1610612745,400278010,1,1,00,1,"Driving Dunk Shot","2PT Field Goal",1,"Dallas Mavericks",-4,12,,,,,
"James Harden","Houston Rockets",2013-02-06,2012,3992,1610612745,400278446,2,5,15,0,"Driving Dunk Shot","2PT Field Goal",0,"Miami Heat",9,3,,,,,
"James Harden","Houston Rockets",2013-03-27,2012,3992,1610612745,400278784,3,7,19,1,"Driving Dunk Shot","2PT Field Goal",0,"Indiana Pacers",-4,1,,,,,
"James Harden","Houston Rockets",2013-04-17,2012,3992,1610612745,400278948,4,3,26,1,"Driving Dunk Shot","2PT Field Goal",2,"Los Angeles Lakers",-2,28,,,,,
"James Harden","Houston Rockets",2012-11-09,2012,3992,1610612745,400277793,2,4,58,1,"Driving Dunk Shot","2PT Field Goal",0,"Memphis Grizzlies",4,7,,,,,
"James Harden","Houston Rockets",2013-04-09,2012,3992,1610612745,400278880,1,9,52,1,"Driving Dunk Shot","2PT Field Goal",0,"Phoenix Suns",4,-2,,,,,
"James Harden","Houston Rockets",2012-12-17,2012,3992,1610612745,400278071,1,8,52,1,"Driving Dunk Shot","2PT Field Goal",0,"New York Knicks",9,4,,,,,
"James Harden","Houston Rockets",2012-12-26,2012,3992,1610612745,400278137,4,0,11,1,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",-4,0,,,,,
"James Harden","Houston Rockets",2012-12-26,2012,3992,1610612745,400278137,4,4,27,1,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"Minnesota Timberwolves",1,3,,,,,
"James Harden","Houston Rockets",2013-02-20,2012,3992,1610612745,400278524,3,10,06,1,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",1,9,,,,,
"James Harden","Houston Rockets",2013-04-17,2012,3992,1610612745,400278948,5,1,11,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Los Angeles Lakers",-5,22,,,,,
"James Harden","Houston Rockets",2013-01-12,2012,3992,1610612745,400278264,3,3,50,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-5,17,,,,,
